countryname,year,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper
Bolivia,2023,-1.21933794021606,0.167979657649994,12,11.7924528121948,6.13207530975342,19.3396224975586
Brazil,2023,-0.308802843093872,0.163038805127144,12,41.9811325073242,28.7735843658447,52.3584899902344
Chile,2023,0.625093758106232,0.163038805127144,12,71.2264175415039,58.9622650146484,79.2452850341797
Colombia,2023,-0.458272933959961,0.161277130246162,13,35.8490562438965,24.5283012390137,43.3962249755859
Costa Rica,2023,0.389316648244858,0.168218553066254,12,60.3773574829102,54.2452812194824,72.1698150634766
Cuba,2023,-0.453039199113846,0.196041777729988,6,36.3207550048828,24.056604385376,47.6415100097656
Dominican Republic,2023,-0.128592282533646,0.170220494270325,11,48.113208770752,37.7358474731445,54.7169799804687
Ecuador,2023,-0.957790791988373,0.170220494270325,11,19.3396224975586,11.3207550048828,25.943395614624
El Salvador,2023,-0.369357317686081,0.166054859757423,13,39.1509437561035,26.8867931365967,49.5283012390137
Guatemala,2023,-1.07527709007263,0.170220494270325,11,15.5660381317139,7.54716968536377,24.056604385376
Guyana,2023,-0.342232912778854,0.174188613891602,7,40.5660362243652,27.8301887512207,51.886791229248
Haiti,2023,-1.3636075258255,0.167789861559868,9,7.54716968536377,5.66037750244141,15.0943393707275
Honduras,2023,-1.09500813484192,0.160361349582672,13,15.0943393707275,7.54716968536377,23.1132068634033
Mexico,2023,-0.806393921375275,0.161277130246162,13,24.056604385376,15.5660381317139,29.2452831268311
Nicaragua,2023,-1.27818691730499,0.168349236249924,10,9.43396186828613,6.13207530975342,17.9245281219482
Panama,2023,-0.3459812104702,0.170220494270325,11,40.0943412780762,27.8301887512207,51.4150924682617
Paraguay,2023,-0.582174599170685,0.168218553066254,12,28.7735843658447,21.2264156341553,41.9811325073242
Peru,2023,-0.538132667541504,0.161277130246162,13,30.1886787414551,24.056604385376,42.4528312683105
Puerto Rico,2023,0.4935282766819,0.200148716568947,4,66.5094375610352,54.7169799804687,77.8301849365234
Suriname,2023,-0.0622574500739574,0.182215228676796,7,51.886791229248,39.1509437561035,57.0754699707031
Uruguay,2023,0.717662572860718,0.170220494270325,11,75.9433975219727,64.1509399414062,81.6037750244141
